Product ID,Product Name,Price,Product URL
ductItem16880870,"Western Digital WD RED Pro 7200/512M (WD181KFGX, 18TB)","728,990",https://prod.danawa.com/info/?pcode=16880870&cate=112763&adinflow=Y
ductItem36645527,"Seagate IronWolf Pro 7200/512M (ST24000NT002, 24TB)","958,900",https://prod.danawa.com/info/?pcode=36645527&cate=112763&adinflow=Y
ductItem43923137,"Western Digital Ultrastar DC HC580 7200/512M (WUH722424ALE6L4, 24TB)","933,660",https://prod.danawa.com/info/?pcode=43923137&cate=112763&adinflow=Y
6545078,Seagate BarraCuda 7200/256M,"89,090",https://prod.danawa.com/info/?pcode=6545078&cate=112763
5764992,Seagate BarraCuda 5400/256M,"190,930",https://prod.danawa.com/info/?pcode=5764992&cate=112763
42286460,Western Digital WD Blue 5640/256M,"208,980",https://prod.danawa.com/info/?pcode=42286460&cate=112763
7691887,Western Digital WD Blue 5400/256M,"185,000",https://prod.danawa.com/info/?pcode=7691887&cate=112763
13522751,Western Digital WD Blue 7200/256M,"86,970",https://prod.danawa.com/info/?pcode=13522751&cate=112763
36645527,Seagate IronWolf Pro 7200/512M,"958,900",https://prod.danawa.com/info/?pcode=36645527&cate=112763
19618481,Western Digital WD RED Plus 5400/256M,"248,990",https://prod.danawa.com/info/?pcode=19618481&cate=112763
1706996,Western Digital WD Blue 7200/64M,"81,000",https://prod.danawa.com/info/?pcode=1706996&cate=112763
12008966,도시바 P300 5400/128M,"169,490",https://prod.danawa.com/info/?pcode=12008966&cate=112763
13226762,Seagate Exos X16 7200/256M/해외구매,"197,900",https://prod.danawa.com/info/?pcode=13226762&cate=112763
14785154,Western Digital WD Blue 5400/256M/해외구매,"159,120",https://prod.danawa.com/info/?pcode=14785154&cate=112763
43923137,Western Digital Ultrastar DC HC580 7200/512M,"933,660",https://prod.danawa.com/info/?pcode=43923137&cate=112763
12068492,Western Digital Ultrastar DC HC550 SAS/7200/512M,"529,060",https://prod.danawa.com/info/?pcode=12068492&cate=112763
5862779,Western Digital WD MOBILE Blue 5400/128M/노트북용,"125,000",https://prod.danawa.com/info/?pcode=5862779&cate=112763
16505882,Seagate IronWolf 7200/256M,"670,000",https://prod.danawa.com/info/?pcode=16505882&cate=112763
9721383,Seagate BarraCuda 5400/256M/해외구매,"159,740",https://prod.danawa.com/info/?pcode=9721383&cate=112763
1795206,도시바 DT01 7200/64M,"112,240",https://prod.danawa.com/info/?pcode=1795206&cate=112763
5639088,Seagate BarraCuda Pro 7200/256M/해외구매,"277,500",https://prod.danawa.com/info/?pcode=5639088&cate=112763
13196594,Seagate IronWolf 7200/256M/해외구매,"274,110",https://prod.danawa.com/info/?pcode=13196594&cate=112763
6108325,Seagate BarraCuda Pro 7200/128M/노트북용,"103,000",https://prod.danawa.com/info/?pcode=6108325&cate=112763
6452004,Seagate BarraCuda 5400/128M/노트북용,"275,000",https://prod.danawa.com/info/?pcode=6452004&cate=112763
14725925,Western Digital Ultrastar DC HC320 박스 패키지 7200/256M HUS728T8TALE6L4,"2,400,000",https://prod.danawa.com/info/?pcode=14725925&cate=112763
15765761,Western Digital WD Blue 5640/128M,"203,470",https://prod.danawa.com/info/?pcode=15765761&cate=112763
